2025-02-24 23:45:49.547 | SUCCESS  | __main__:train_save:266 - DATA LOADED AND SAMPLED !
2025-02-24 23:45:49.547 | INFO     | __main__:data_preparation:34 - Starting data preparation...
2025-02-24 23:45:49.552 | INFO     | __main__:data_preparation:40 - NUMERICAL COLUMNS ARE: ['start_lat', 'distance(mi)', 'temperature(f)', 'humidity(%)', 'pressure(in)', 'wind_speed(mph)', 'precipitation(in)', 'description_pca1', 'description_pca2', 'description_pca3', 'sin_start_lng', 'cos_start_lng', 'sin_start_hour', 'cos_start_hour', 'sin_start_day', 'cos_start_day', 'sin_start_month', 'cos_start_month', 'sin_wind_angle', 'cos_wind_angle']
2025-02-24 23:45:49.553 | INFO     | __main__:data_preparation:42 - CATEGORICAL COLUMNS ARE: ['severity', 'timezone', 'start_year', 'state_group', 'weather_group']
2025-02-24 23:45:49.554 | SUCCESS  | __main__:data_preparation:54 - Data preparation done !!!
2025-02-24 23:47:37.569 | SUCCESS  | __main__:train_save:266 - DATA LOADED AND SAMPLED !
2025-02-24 23:47:37.569 | INFO     | __main__:data_preparation:34 - Starting data preparation...
2025-02-24 23:47:37.570 | INFO     | __main__:data_preparation:40 - NUMERICAL COLUMNS ARE: ['start_lat', 'distance(mi)', 'temperature(f)', 'humidity(%)', 'pressure(in)', 'wind_speed(mph)', 'precipitation(in)', 'description_pca1', 'description_pca2', 'description_pca3', 'sin_start_lng', 'cos_start_lng', 'sin_start_hour', 'cos_start_hour', 'sin_start_day', 'cos_start_day', 'sin_start_month', 'cos_start_month', 'sin_wind_angle', 'cos_wind_angle']
2025-02-24 23:47:37.571 | INFO     | __main__:data_preparation:42 - CATEGORICAL COLUMNS ARE: ['severity', 'timezone', 'start_year', 'state_group', 'weather_group']
2025-02-24 23:47:37.572 | SUCCESS  | __main__:data_preparation:54 - Data preparation done !!!
2025-02-24 23:47:58.781 | SUCCESS  | __main__:train_save:266 - DATA LOADED AND SAMPLED !
2025-02-24 23:47:58.781 | INFO     | __main__:data_preparation:34 - Starting data preparation...
2025-02-24 23:47:58.783 | INFO     | __main__:data_preparation:40 - NUMERICAL COLUMNS ARE: ['start_lat', 'distance(mi)', 'temperature(f)', 'humidity(%)', 'pressure(in)', 'wind_speed(mph)', 'precipitation(in)', 'description_pca1', 'description_pca2', 'description_pca3', 'sin_start_lng', 'cos_start_lng', 'sin_start_hour', 'cos_start_hour', 'sin_start_day', 'cos_start_day', 'sin_start_month', 'cos_start_month', 'sin_wind_angle', 'cos_wind_angle']
2025-02-24 23:47:58.784 | INFO     | __main__:data_preparation:42 - CATEGORICAL COLUMNS ARE: ['severity', 'timezone', 'start_year', 'state_group', 'weather_group']
2025-02-24 23:47:58.785 | SUCCESS  | __main__:data_preparation:54 - Data preparation done !!!
2025-02-24 23:47:58.785 | INFO     | __main__:randomized_searchCV:175 - Starting randomized search...
2025-02-24 23:47:58.785 | INFO     | __main__:randomized_searchCV:177 - Training Linear model...
2025-02-24 23:48:00.490 | INFO     | __main__:save_training_results:58 - Saving training results...
2025-02-25 00:13:07.852 | SUCCESS  | __main__:train_save:272 - DATA LOADED AND SAMPLED !
2025-02-25 00:13:07.852 | INFO     | __main__:data_preparation:35 - Starting data preparation...
2025-02-25 00:13:07.854 | INFO     | __main__:data_preparation:41 - NUMERICAL COLUMNS ARE: ['start_lat', 'distance(mi)', 'temperature(f)', 'humidity(%)', 'pressure(in)', 'wind_speed(mph)', 'precipitation(in)', 'description_pca1', 'description_pca2', 'description_pca3', 'sin_start_lng', 'cos_start_lng', 'sin_start_hour', 'cos_start_hour', 'sin_start_day', 'cos_start_day', 'sin_start_month', 'cos_start_month', 'sin_wind_angle', 'cos_wind_angle']
2025-02-25 00:13:07.854 | INFO     | __main__:data_preparation:43 - CATEGORICAL COLUMNS ARE: ['severity', 'timezone', 'start_year', 'state_group', 'weather_group']
2025-02-25 00:13:07.855 | SUCCESS  | __main__:data_preparation:55 - Data preparation done !!!
2025-02-25 00:13:07.856 | INFO     | __main__:randomized_searchCV:178 - Starting randomized search...
2025-02-25 00:13:07.856 | INFO     | __main__:randomized_searchCV:180 - Training Linear model...
2025-02-25 00:13:07.862 | WARNING  | __main__:warning_handler:263 - c:\Users\Achille Nguessie\Desktop\Projects\2024\traffic-accident-impact\.venv\Lib\site-packages\sklearn\model_selection\_search.py:317 - UserWarning: The total space of parameters 1 is smaller than n_iter=20. Running 1 iterations. For exhaustive searches, use GridSearchCV.
2025-02-25 00:13:09.460 | WARNING  | __main__:warning_handler:263 - c:\Users\Achille Nguessie\Desktop\Projects\2024\traffic-accident-impact\.venv\Lib\site-packages\sklearn\model_selection\_search.py:1107 - UserWarning: One or more of the test scores are non-finite: [nan]
2025-02-25 00:13:09.482 | INFO     | __main__:save_training_results:59 - Saving training results...
2025-02-25 00:53:22.754 | SUCCESS  | __main__:train_save:272 - DATA LOADED AND SAMPLED !
2025-02-25 00:53:22.754 | INFO     | __main__:data_preparation:35 - Starting data preparation...
2025-02-25 00:53:22.755 | INFO     | __main__:data_preparation:41 - NUMERICAL COLUMNS ARE: ['start_lat', 'distance(mi)', 'temperature(f)', 'humidity(%)', 'pressure(in)', 'wind_speed(mph)', 'precipitation(in)', 'description_pca1', 'description_pca2', 'description_pca3', 'sin_start_lng', 'cos_start_lng', 'sin_start_hour', 'cos_start_hour', 'sin_start_day', 'cos_start_day', 'sin_start_month', 'cos_start_month', 'sin_wind_angle', 'cos_wind_angle']
2025-02-25 00:53:22.756 | INFO     | __main__:data_preparation:43 - CATEGORICAL COLUMNS ARE: ['severity', 'timezone', 'start_year', 'state_group', 'weather_group']
2025-02-25 00:53:22.757 | SUCCESS  | __main__:data_preparation:55 - Data preparation done !!!
2025-02-25 00:53:22.757 | INFO     | __main__:randomized_searchCV:178 - Starting randomized search...
2025-02-25 00:53:22.758 | INFO     | __main__:randomized_searchCV:180 - Training Linear model...
2025-02-25 00:53:22.764 | WARNING  | __main__:warning_handler:263 - c:\Users\Achille Nguessie\Desktop\Projects\2024\traffic-accident-impact\.venv\Lib\site-packages\sklearn\model_selection\_search.py:317 - UserWarning: The total space of parameters 1 is smaller than n_iter=20. Running 1 iterations. For exhaustive searches, use GridSearchCV.
2025-02-25 00:53:24.309 | WARNING  | __main__:warning_handler:263 - c:\Users\Achille Nguessie\Desktop\Projects\2024\traffic-accident-impact\.venv\Lib\site-packages\sklearn\model_selection\_search.py:1107 - UserWarning: One or more of the test scores are non-finite: [nan]
2025-02-25 00:53:24.323 | INFO     | __main__:save_training_results:59 - Saving training results...
2025-02-25 00:53:24.333 | INFO     | __main__:save_training_results:74 - Linear model,  frac=0.0001,  Adjusted R² on the train set ----> 0.256
2025-02-25 00:53:24.334 | INFO     | __main__:save_training_results:75 - Linear model,  frac=0.0001,  Adjusted R² on the test set ----> -0.409
2025-02-25 00:53:24.334 | INFO     | __main__:save_training_results:76 - Linear model,  frac=0.0001,  RMSE on the train set ----> 37.501
2025-02-25 00:53:24.334 | INFO     | __main__:save_training_results:77 - Linear model,  frac=0.0001,  RMSE on the test set ----> 45.371
2025-02-25 00:54:46.645 | SUCCESS  | __main__:train_save:272 - DATA LOADED AND SAMPLED !
2025-02-25 00:54:46.645 | INFO     | __main__:data_preparation:35 - Starting data preparation...
2025-02-25 00:54:46.646 | INFO     | __main__:data_preparation:41 - NUMERICAL COLUMNS ARE: ['start_lat', 'distance(mi)', 'temperature(f)', 'humidity(%)', 'pressure(in)', 'wind_speed(mph)', 'precipitation(in)', 'description_pca1', 'description_pca2', 'description_pca3', 'sin_start_lng', 'cos_start_lng', 'sin_start_hour', 'cos_start_hour', 'sin_start_day', 'cos_start_day', 'sin_start_month', 'cos_start_month', 'sin_wind_angle', 'cos_wind_angle']
2025-02-25 00:54:46.647 | INFO     | __main__:data_preparation:43 - CATEGORICAL COLUMNS ARE: ['severity', 'timezone', 'start_year', 'state_group', 'weather_group']
2025-02-25 00:54:46.648 | SUCCESS  | __main__:data_preparation:55 - Data preparation done !!!
2025-02-25 00:54:46.648 | INFO     | __main__:randomized_searchCV:178 - Starting randomized search...
2025-02-25 00:54:46.648 | INFO     | __main__:randomized_searchCV:180 - Training Linear model...
2025-02-25 00:54:46.657 | WARNING  | __main__:warning_handler:263 - c:\Users\Achille Nguessie\Desktop\Projects\2024\traffic-accident-impact\.venv\Lib\site-packages\sklearn\model_selection\_search.py:317 - UserWarning: The total space of parameters 1 is smaller than n_iter=20. Running 1 iterations. For exhaustive searches, use GridSearchCV.
2025-02-25 00:54:48.081 | WARNING  | __main__:warning_handler:263 - c:\Users\Achille Nguessie\Desktop\Projects\2024\traffic-accident-impact\.venv\Lib\site-packages\sklearn\model_selection\_search.py:1107 - UserWarning: One or more of the test scores are non-finite: [nan]
2025-02-25 00:54:48.112 | INFO     | __main__:save_training_results:59 - Saving training results...
2025-02-25 00:54:48.120 | INFO     | __main__:save_training_results:74 - Linear model,  frac=0.0001,  Adjusted R² on the train set ----> 0.239
2025-02-25 00:54:48.121 | INFO     | __main__:save_training_results:75 - Linear model,  frac=0.0001,  Adjusted R² on the test set ----> -0.186
2025-02-25 00:54:48.121 | INFO     | __main__:save_training_results:76 - Linear model,  frac=0.0001,  RMSE on the train set ----> 38.930
2025-02-25 00:54:48.121 | INFO     | __main__:save_training_results:77 - Linear model,  frac=0.0001,  RMSE on the test set ----> 41.081
2025-02-25 00:55:31.481 | SUCCESS  | __main__:train_save:272 - DATA LOADED AND SAMPLED !
2025-02-25 00:55:31.481 | INFO     | __main__:data_preparation:35 - Starting data preparation...
2025-02-25 00:55:31.483 | INFO     | __main__:data_preparation:41 - NUMERICAL COLUMNS ARE: ['start_lat', 'distance(mi)', 'temperature(f)', 'humidity(%)', 'pressure(in)', 'wind_speed(mph)', 'precipitation(in)', 'description_pca1', 'description_pca2', 'description_pca3', 'sin_start_lng', 'cos_start_lng', 'sin_start_hour', 'cos_start_hour', 'sin_start_day', 'cos_start_day', 'sin_start_month', 'cos_start_month', 'sin_wind_angle', 'cos_wind_angle']
2025-02-25 00:55:31.483 | INFO     | __main__:data_preparation:43 - CATEGORICAL COLUMNS ARE: ['severity', 'timezone', 'start_year', 'state_group', 'weather_group']
2025-02-25 00:55:31.484 | SUCCESS  | __main__:data_preparation:55 - Data preparation done !!!
2025-02-25 00:55:31.484 | INFO     | __main__:randomized_searchCV:178 - Starting randomized search...
