2025-02-25 22:23:57.915 | SUCCESS  | __main__:train_save:273 - DATA LOADED AND SAMPLED !
2025-02-25 22:23:57.916 | INFO     | __main__:data_preparation:35 - Starting data preparation...
2025-02-25 22:23:58.268 | SUCCESS  | __main__:data_preparation:55 - Data preparation done !!!
2025-02-25 22:23:58.268 | INFO     | __main__:randomized_searchCV:178 - Starting randomized search...
2025-02-25 22:23:58.270 | INFO     | __main__:randomized_searchCV:180 - Training XGBoost model...
2025-02-25 22:28:56.128 | SUCCESS  | __main__:randomized_searchCV:194 - RANDOMIZED SEARCH CV FOR XGBoost MODEL DONE !
2025-02-25 22:28:56.140 | INFO     | __main__:save_training_results:59 - Saving training results...
2025-02-25 22:28:58.245 | INFO     | __main__:save_training_results:74 - XGBoost model,  frac=0.3,  Adjusted R² on the train set ----> 0.620
2025-02-25 22:28:58.245 | INFO     | __main__:save_training_results:75 - XGBoost model,  frac=0.3,  Adjusted R² on the test set ----> 0.546
2025-02-25 22:28:58.246 | INFO     | __main__:save_training_results:76 - XGBoost model,  frac=0.3,  RMSE on the train set ----> 23.165
2025-02-25 22:28:58.246 | INFO     | __main__:save_training_results:77 - XGBoost model,  frac=0.3,  RMSE on the test set ----> 25.337
2025-02-25 22:29:16.730 | INFO     | __main__:save_training_results:86 - dw_stat = 2.00  ---->  The residuals appear random (no obvious autocorrelation).
2025-02-25 22:29:16.731 | INFO     | __main__:save_training_results:87 - dw_stat = 1.99  ---->  The residuals appear random (no obvious autocorrelation).
2025-02-25 22:29:16.731 | SUCCESS  | __main__:save_training_results:89 - RESULT SAVED !
